0.017838946,0.4632951
-0.012691566,0.4604084
-0.026385317,0.45369306
-0.025084564,0.44495076
-0.016113019,0.44007993
-0.0038618743,0.44085413
0.008484982,0.4447771
0.019559955,0.4493809
0.031824015,0.45310217
0.043860145,0.45633104
0.053042676,0.45787904
0.059866123,0.45697135
0.06726444,0.45593324
0.07468271,0.45493433
0.08099827,0.4542035
0.087027065,0.45364708
0.09316255,0.45317686
0.099120244,0.45282707
0.104673505,0.452602
0.10985655,0.45243627
0.114624724,0.45230576
0.11924453,0.4522062
0.12385836,0.4521402
0.12828405,0.45209432
0.13246314,0.45204246
0.13651313,0.451946
0.1405105,0.45175675
0.14418022,0.45133838
0.1474355,0.45058277
0.15021962,0.44926405
0.15317841,0.44731116
0.15543477,0.4449071
0.15610848,0.4420755
0.15639947,0.43866608
0.1572217,0.4346914
0.15801913,0.4300907
0.15878586,0.42493528
0.15976873,0.41975343
0.1603645,0.41488478
0.16076007,0.4105012
0.16106592,0.40659055
0.16172104,0.4030605
0.16252509,0.39721102
0.16208653,0.3909925
0.163249,0.38581967
0.16527869,0.3814839
0.16674168,0.37738797
0.167615,0.3733953
0.16840696,0.36959085
0.16866183,0.36642727
0.16897888,0.3633632
0.16894172,0.36039522
0.16856827,0.3583008
0.16739392,0.35713342
0.16557582,0.35477576
0.16283157,0.35221902
0.15920761,0.3502773
0.1556146,0.34878966
0.15200664,0.34771013
0.14844264,0.34661555
0.14493184,0.34535635
0.14145635,0.34419733
0.13816762,0.3432202
0.13449843,0.34235662
0.12954925,0.34155998
0.12457272,0.34112653
0.12072138,0.3408209
0.11700002,0.34063047
0.113381356,0.34057444
0.10958976,0.34054983
0.105367236,0.34053972
0.10136479,0.3405424
0.09832747,0.34060523
0.09531227,0.3406278
0.09202247,0.34056774
0.08887343,0.3404886
0.08592506,0.34043166
0.083226055,0.34033167
0.08108042,0.34019077
0.078955114,0.34008282
0.07661052,0.34003717
0.07428098,0.34001514
0.072204396,0.34003845
0.07016161,0.34015098
0.06816644,0.3404281
0.064851485,0.3411914
0.060671225,0.3422987
0.05617863,0.34363398
0.051194005,0.3450362
0.046649855,0.34665126
0.043085482,0.3485575
0.039895386,0.3506201
0.03707278,0.35290095
0.03491539,0.355359
0.03339544,0.3580355
0.03208845,0.36088663
0.030517865,0.36392432
0.028777478,0.3667751
0.027023,0.36939576
0.025341636,0.3721416
0.023866523,0.37517777
0.022758113,0.37857708
0.0220036,0.3825016
0.021084791,0.38664362
0.01974272,0.39093626
0.018241614,0.3953586
0.016854733,0.39995995
0.015766835,0.40447718
0.015202947,0.40873158
0.015013289,0.41290012
0.015218724,0.4169332
0.01570819,0.42088547
0.01645999,0.42474747
0.017363377,0.42821735
0.01839667,0.43095458
0.021630805,0.43488342
0.025811143,0.44039914
0.028464686,0.44554317
0.0290348,0.44946605
0.029455548,0.45272627
0.030469224,0.45553994
0.032064997,0.45795727
0.033674058,0.4601147
0.034902487,0.4617596
0.036441647,0.46281543
0.038335674,0.4634766
0.040409315,0.46386102
0.042307593,0.4639522
0.044243988,0.46377933
0.04650784,0.4634429
0.049163956,0.46299094
0.052113835,0.4624125
0.05556741,0.461734
0.05921026,0.46104524
0.06289951,0.46039402
0.06669063,0.45976087
0.0706716,0.4591538
0.07441954,0.45847085
0.077573955,0.45766324
0.08081552,0.45692098
0.08443096,0.4562534
0.08845103,0.45566148
0.09302814,0.45514736
0.09770601,0.45445925
0.102430165,0.45352596
0.10723932,0.45242953
0.11230735,0.45115232
0.11706558,0.4494893
0.12158235,0.44737682
0.12648506,0.44513252
0.13158931,0.44268468
0.13648242,0.43971166
0.14138766,0.4360284
0.1456782,0.43118575
0.14885032,0.42490205
0.15253198,0.4186133
0.15667354,0.41299886
0.15860122,0.40569884
0.1593513,0.39761207
0.16153975,0.39130822
0.16209787,0.38583463
0.16191836,0.38025403
0.1639907,0.37538368
0.16465512,0.37150303
0.16382807,0.36898354
0.16193455,0.36654383
0.15976927,0.36333674
0.15751381,0.36001253
0.15484415,0.35685202
0.15263669,0.354121
0.15098298,0.35191563
0.14948478,0.34979853
0.1483501,0.34763953
0.14715995,0.3455207
0.14545749,0.34339055
0.14378932,0.3413257
0.14222336,0.3393788
0.14046079,0.3377144
0.138127,0.33641058
0.136076,0.3353701
0.13457197,0.3346057
0.13285747,0.33382532
0.13071069,0.33288425
0.12859042,0.33211526
0.12641418,0.3316908
0.12382862,0.3315054
0.12043151,0.33155578
0.11713732,0.33183467
0.11412678,0.33239144
0.11124066,0.33298257
0.108575165,0.33351532
0.10566554,0.33403486
0.10214066,0.33452702
0.09876972,0.33507058
0.09596407,0.33571723
0.09287261,0.33643088
0.088998675,0.33718142
0.084971555,0.33797148
0.08097529,0.3388066
0.07708482,0.33969077
0.07348739,0.34065738
0.06972017,0.34175363
0.0654656,0.34300426
0.061279528,0.3443306
0.057480063,0.34575734
0.05367305,0.34729177
0.049579114,0.34893894
0.04567076,0.35067928
0.042236414,0.35258287
0.03923435,0.35437715
0.036837112,0.3559754
0.03468658,0.35750136
0.03250446,0.35902652
0.030525507,0.3605735
0.029062634,0.36223656
0.027893642,0.36420918
0.02686599,0.3666582
0.025643716,0.3690681
0.024045143,0.3714723
0.022460908,0.37390277
0.02131928,0.37637112
0.020822251,0.37918097
0.02077902,0.38256672
0.02058077,0.38601443
0.019922996,0.38932297
0.019134244,0.39291465
0.018072834,0.39717594
0.016718458,0.40181974
0.015427542,0.406629
0.014655061,0.4112896
0.0151581615,0.41542897
0.016793296,0.41904572
0.019263089,0.42216533
0.021743821,0.42469352
0.0238054,0.42653188
0.026619762,0.42936486
0.029567862,0.4346634
0.031499017,0.4401559
0.03180037,0.44471115
0.031978805,0.44865468
0.032370377,0.45200732
0.0339678,0.4547322
0.037533347,0.45691645
0.040390164,0.4584153
0.041857727,0.45931524
0.04428276,0.45999375
0.048296053,0.460586
0.052096035,0.46087104
0.055481937,0.46086466
0.05902862,0.46075907
0.06255326,0.46055266
0.066464745,0.4603409
0.07119555,0.4601594
0.07566848,0.45979977
0.079410516,0.45923018
0.08357257,0.45875418
0.0885504,0.45836106
0.09334083,0.45778665
0.09771525,0.4570137
0.10198354,0.45619062
0.106043376,0.45529082
0.11044068,0.45449468
0.11541335,0.45382905
0.12000125,0.4531051
0.1238754,0.4523851
0.12787858,0.45150796
0.1327957,0.45030266
0.13757896,0.4487926
0.14115287,0.44696745
0.14429465,0.4448068
0.14670716,0.44206986
0.14948294,0.4388378
0.15330443,0.43503755
0.15661642,0.43059933
0.15883684,0.42553917
0.16086423,0.42016724
0.16054861,0.41195446
0.16093343,0.4036401
0.16374084,0.3971048
0.166364,0.3913825
0.16751464,0.3860394
0.16843532,0.38160348
0.16941905,0.37822622
0.16920878,0.37499452
0.16794331,0.37147322
0.16631514,0.36813912
0.16438732,0.36509776
0.16231282,0.36217585
0.16037999,0.35922006
0.1585426,0.35626504
0.15665348,0.3532375
0.15504701,0.35033354
0.15369308,0.3476353
0.15222971,0.34516883
0.15046825,0.34292847
0.14856039,0.34082073
0.14640082,0.33876684
0.14404905,0.33691248
0.14140746,0.3353394
0.13903809,0.33396733
0.13706343,0.33277884
0.13493332,0.3315823
